,date,title,token,industry,ind_index,산업,vector
87,2020-12-22 11:00:00,“유튜브 ‘더보기’ 링크 함부로 클릭하면 악성코드 감염”,"['유튜브', '더', '보기', '링크', '함부로', '클릭', '악성코드', '감염']",[0.48601685 0.4632453  0.57717024],3,None,"[-2.56009409e-01 -3.68436769e-01 -2.36449774e+00  5.49982447e-01
  7.72049665e-01  2.63627473e-01 -2.30983268e-02  1.23013200e+00
  1.84714715e+00  1.33666581e+00  1.69009850e-01 -5.14683005e-01
 -2.23030823e+00 -2.16066544e+00  1.56021675e+00 -2.23256009e-01
 -3.05991392e+00 -4.22850510e+00  2.96015287e-01  1.27299196e-01
  8.57544646e-01  4.95797860e-01  2.47712991e+00  2.18402166e+00
  1.86586236e+00 -1.45553533e+00  2.20258690e+00 -2.82293495e+00
  3.82927955e-01  9.73289384e-01 -5.90272674e-01 -6.22531053e-01
  6.54679380e-01 -1.48275947e+00  1.88876159e+00  1.88825012e+00
  1.18430131e+00 -2.48981325e+00 -4.72921078e-01  3.68090197e-01
 -1.15676039e+00 -6.59528702e-01  1.26641304e+00  1.14138992e+00
 -3.52313546e-01 -1.40222204e+00  6.16907999e-01  1.08641759e-03
  1.39388682e-01 -6.99294869e-01  1.91191661e+00  1.25626195e-01
 -2.95288232e+00  5.05920306e-01 -1.81977698e+00  1.54124299e+00
 -1.75408066e+00 -8.30884085e-01  3.94465636e-01  2.34643154e+00
 -2.14705444e-01  4.58752129e-01  9.24976841e-02 -2.02674829e+00
  2.02800547e+00  1.24856548e+00  1.04733470e+00 -6.11332199e-01
  1.14520453e-03  1.23301486e+00  3.75630835e-01  9.52530287e-01
 -4.85374929e-01 -1.99731956e+00 -9.70336491e-01 -3.91083868e-01
 -7.95410471e-01 -3.75079977e-01 -1.29029303e+00 -8.61644000e-02
 -8.75788196e-01  2.05872214e+00 -1.01298250e+00  2.52726588e-01
  8.97144850e-01  3.68883131e-01 -3.33471440e-01  6.34501874e-02
  9.67733005e-01 -1.70368837e-01  7.56832369e-01 -2.42631842e+00
 -1.74960864e+00  1.86070223e+00 -9.02458702e-01  7.06891458e-01
 -2.22109506e+00 -1.69430592e-01  8.49880807e-01  1.27952709e+00]"
88,2020-12-22 10:44:00,한국정보인증 “행정안전부 공공 전자서명 시범사업자 최종 선정”,"['한국', '정보', '인증', '행정안전부', '공공', '전자서명', '시범', '사업자', '최종', '선정']",[0.42887944 0.41823867 0.57814418],2,통신,"[-0.58954557 -1.44616997 -1.67603818  1.66149828 -0.36013686 -0.09389937
  0.30837495  1.42045869  1.66459389 -0.49029721 -4.34327809 -1.14328303
 -6.32605642 -2.69504108 -0.57125236  1.37542136 -0.50736144 -1.72364372
  3.48493485  0.42694171  0.49269522  3.47442286  2.991335    2.49914136
  0.50013774 -2.4185736  -0.29630703 -1.35688569 -1.20815321  2.69927201
  3.02275817  1.49510835 -2.43078296 -1.76926415  1.64346663  1.78760234
  2.20267758 -1.24944686 -1.55134232  3.36790955  0.09169821  0.1485656
 -0.43252583  0.06705121 -0.38063605 -2.04621857  3.74123643  2.55114436
 -1.35816059  0.72403758  0.0596401  -0.54776859 -3.6631898   2.38923204
  0.31199545  3.61842731 -2.59606807 -2.94918882  0.9609521  -0.04999531
 -1.90260323  0.82702679  1.80375497 -1.80709332  0.31837409  0.36593114
 -2.43048898 -3.41586772 -1.59087154 -0.14750049  2.63120101 -1.04187086
  2.56029683  1.68682202  0.63864693  1.23984084 -3.54057134  3.57083451
 -2.87731399  2.27353765 -1.2398152   2.91169478 -3.2551475   3.49180327
  0.43513861  0.75450375  0.47540251 -0.77802755  1.47376958 -1.26105236
  2.73682738 -0.876758   -1.98161549  1.19276654  0.68190018  0.5757051
 -3.16712217  0.51605994  2.57008356  1.78209038]"
89,2020-12-22 09:25:00,[스타트업-ing] ㈜건강한친구 황세돈 대표 “협업으로 찾은 시장 진출”,"['스타트업', '친구', '황', '돈', '대표', '협업', '시장', '진출']",[0.51600973 0.45973668 0.49320097],3,None,"[-0.84729541 -0.34114647 -2.3264933   1.64708071  0.9968161   1.1112422
  0.03225203  2.83381893  1.78205158 -0.76103551 -1.26258537 -2.21303115
 -0.51245091 -1.75173265 -0.39342194  1.68515269 -1.58272438 -1.68601888
 -1.35160386 -0.95803421 -0.47772814  1.33219451  1.74682337  2.98566287
  2.23930211 -0.41640524  2.73901577 -1.65967994  2.27326186  1.29392084
  1.41705284 -0.31942402 -2.25855976 -0.68528635  0.77717987  1.04010774
  0.94001922 -1.25833111  0.97538765  3.09749982 -0.59594104 -0.5920802
  0.91978455  1.01427795 -1.32070326 -0.19767375  2.50165589  0.95998143
 -0.26253884  0.39867627 -0.27427666  0.52500825 -1.85053562 -0.37406583
 -2.48075563  2.7817703   0.61004116 -2.61518293 -0.57961177  1.78489499
 -2.15340018  1.69888133 -0.06435628 -2.98422779  1.34571963  2.13416288
 -0.26996732 -0.03976905  0.48470573  0.62827706  2.443636    0.67853512
  2.10559302 -2.19032459  0.12853063  0.39526982 -0.1597012   1.12926263
 -0.61991368  1.677233   -1.88799051  0.42238257 -1.80700165  2.74658698
 -1.42487286  0.60889787 -0.43112819 -3.19099623 -0.02675425 -1.54735277
 -0.67373613 -3.13954027 -2.3423085   1.09637036 -1.99715136  0.54520323
 -0.62073119 -0.69451005  4.16640645  1.81169309]"
90,2020-12-22 07:31:00,‘화웨이 빈자리’ 노리는 삼성…“내년 20만원대 5G폰도 출시한다”,"['화웨이', '빈자리', '삼성', '내년', '폰', '출시']",[0.73322231 0.39759285 0.65207318],0,반도체,"[-0.27973531  2.50943636 -0.51448338  0.12794057  0.36828293  0.91192153
 -0.81839625  3.43528644  2.02463023  0.43708032  1.79038801 -0.01382981
 -2.16846348 -0.66331829  1.25271931  1.71279915 -1.96777634 -2.59298347
 -0.57832771  0.74090678  0.45592133  0.23698592  2.29482664  1.56593134
  1.8535002  -1.17237006 -0.72185794 -2.11338942  0.12935586 -0.11410405
  0.19277973  0.9804391  -0.50050186 -1.0290073   1.10313285  0.41750679
  1.75977564 -1.85626744  0.47160918  0.14822353 -0.81626696 -1.62976084
  1.60809541  0.99571982 -0.83229233 -2.2016459   0.014865    0.20548508
 -0.97381052 -0.2619254   0.03681299 -1.55603908 -2.50464694  1.98688708
 -1.68117886  3.39830047 -2.41317804 -0.32142737 -0.10338224  0.50969921
 -0.85175274  1.36865892  0.54410064 -2.13964083  0.49966886  3.82160722
  0.16794789 -0.11992014 -2.29211686  0.59176521  1.23557365 -0.06291447
  1.15284646 -2.35400803  1.57789329 -0.83888843 -2.29109327  1.69625477
  0.2644238   0.72601566  1.11241328  0.69310808 -1.00970503  0.86708346
  0.73384885 -0.35606683 -0.07350439 -2.25343701 -1.57543445 -1.6401295
  1.52364162 -0.63304553 -1.89936887  0.00948232 -3.279877   -0.50847498
 -1.73868515 -0.18200864  1.12137986 -0.55044478]"
91,2020-12-22 03:00:00,목성-토성 400년만에 대근접,"['목성', '토성', '근접']",[0.57808865 0.45616785 0.46875432],3,None,"[-1.71137542e-01 -5.05776890e-02 -3.88616300e-01  7.85849884e-01
  3.05638176e-01 -2.72274718e-01  1.36449505e-01  4.55624074e-01
  5.60059518e-01  4.83203501e-01 -5.29438630e-03 -2.55171310e-01
 -3.29083968e-01 -1.55926251e-01 -1.03451859e-01  1.25881366e-01
 -9.01027262e-01 -1.27195004e+00 -6.04072474e-02  1.41676657e-01
  5.50444454e-01 -3.59831035e-01  5.56343839e-01  5.10871366e-01
  6.64176539e-01 -2.49870874e-01  1.04751912e+00 -1.12692365e+00
 -2.44340915e-01  8.53758201e-01 -1.52243107e-01  2.62494614e-01
 -9.89037016e-02 -5.49979746e-01  3.67840019e-01  1.22375812e-01
  5.46267696e-01 -8.99153367e-01 -1.75509263e-01  5.12022786e-01
 -7.70287775e-01  8.66243914e-02  8.31730276e-01 -3.46691068e-03
 -1.20158429e-01 -5.40031746e-01 -2.17840602e-01  6.03034161e-04
 -3.58566567e-01  2.02040803e-01  4.28573892e-01 -8.24801927e-02
 -5.05889937e-01  3.46017402e-01  9.74081531e-02  1.06890848e+00
 -3.82854007e-01 -7.45547742e-01 -4.63451045e-02  5.60609970e-01
 -5.71615953e-01 -3.71672045e-01  3.59339267e-02 -1.15014777e-01
  5.01476794e-01  9.85393412e-02 -2.45363690e-01 -3.58720757e-01
 -8.54978216e-03  2.01227818e-01  3.69685665e-01  3.48057481e-01
  1.83502141e-01 -3.88199195e-01  3.52924988e-01 -1.41686939e-01
 -6.03054933e-01  2.42671315e-01 -6.39400765e-01  5.83089642e-01
  2.50546567e-01  2.44471727e-01 -7.59615988e-01  1.28733689e-01
  6.33723624e-02 -8.93453211e-02  7.37057835e-01  1.43455418e-01
  1.03854084e-01 -6.35417111e-01  5.66395529e-01 -6.02518514e-01
 -2.72877835e-01  6.70490503e-01 -3.63927796e-01  2.20932284e-01
 -7.31156990e-01 -4.60094512e-01 -3.06203082e-01  2.37212420e-01]"
92,2020-12-22 03:00:00,혈액 부족… 한산한 헌혈의집,"['혈액', '부족', '헌혈', '집']",[0.40336995 0.50037035 0.41335783],3,None,"[-3.99201311e-01 -3.19654074e-01 -1.72514121e+00  1.12067848e+00
 -3.60323943e-01  4.60235614e-01  6.60607561e-01  7.07963588e-01
  6.22289658e-01 -1.62172047e-01 -2.38300382e-01 -5.70289984e-01
 -8.73919278e-02  7.55959637e-02  2.98944250e-01  3.92770614e-01
 -1.80374089e+00 -1.68918033e+00  4.59946278e-01  2.05653086e-02
  2.77954834e-01  1.84340405e+00  1.47674412e+00  5.27290973e-01
  6.76192578e-01 -3.68201737e-01  2.54868948e+00 -2.04252461e+00
 -2.19027363e-01  1.24776547e+00  6.49038865e-01  1.39193557e-01
 -1.39141953e+00 -2.31367771e-01 -3.26066837e-02  7.66352661e-01
  1.05796897e+00 -1.15411479e+00  3.41213192e-01 -1.29799001e-01
 -1.71544373e-01  3.14299354e-01  7.94254810e-01 -1.12653207e-01
 -5.55002689e-02 -1.16000529e-01  4.03201580e-01 -6.65372101e-01
 -1.18818809e+00 -6.46552160e-01  2.40217879e-01 -3.25131327e-01
 -9.58751988e-01  1.10830299e+00 -3.09269004e-01  3.48185578e-01
 -1.03978697e-01 -2.22526178e-01  1.61024452e+00  1.47171451e+00
  6.60999216e-01  3.08194816e-01  4.46231835e-01 -1.20762553e+00
  1.16100637e+00 -1.83548449e-01  1.10563647e+00  7.01386715e-01
 -1.16824999e-01  3.95107605e-01  8.90291587e-01 -2.82971319e-01
 -1.19176447e-01 -1.32167863e+00 -1.18144317e+00  1.52668998e-01
  2.06495754e-01  1.00759586e+00  1.65940759e-01  2.85214461e-01
 -2.63355188e-01  6.79181472e-01 -1.75133389e+00  5.13135398e-01
  8.30359228e-01 -9.07643005e-01  1.62264001e+00 -1.16012886e+00
 -4.04920977e-01  1.57273062e-01  1.71147659e-03 -6.51963077e-01
  8.43110610e-01  8.05243172e-01 -2.87701331e-01  5.63169852e-01
 -1.76116648e+00  4.18999789e-01  5.46372354e-01  1.68589738e+00]"
93,2020-12-22 03:00:00,쌍방향 소통하니 게임 재미가 ‘쏠쏠’,"['쌍', '방향', '소통', '게임', '재미', '쏠쏠']",[0.52525083 0.46194584 0.5336305 ],3,None,"[-6.41884170e-02 -5.47311448e-01 -1.10455031e+00  1.28205775e+00
 -2.13802543e-01 -1.18817810e-01 -2.09506266e-02  8.76962736e-01
  1.79336950e+00  4.68698100e-01 -6.32794425e-01 -8.86839464e-01
 -1.62785082e+00  6.28764160e-01 -3.56981285e-01 -1.73433468e-01
  3.79245900e-01 -9.20453948e-01 -3.51863526e-01 -6.76049533e-01
  6.64471369e-01  3.28162402e-01  3.20412350e+00  6.79233246e-01
  7.24212244e-01 -1.20101487e+00  1.64916929e+00 -1.65667494e+00
  5.93565032e-02 -5.82207693e-02 -2.18800966e-01  2.57335082e-01
 -5.84422635e-01 -1.04303654e+00  1.38623919e+00  4.91782650e-01
  9.62467492e-03 -1.42852130e+00  9.44943875e-02  3.84765476e-01
 -1.91462266e-01  5.70852682e-01  1.26003303e-01  7.23998744e-01
 -6.71098929e-01 -8.80033355e-02  1.94178861e+00 -3.74743067e-01
 -1.10348137e-01  1.57701765e+00  1.11490026e-01  1.29129528e+00
 -2.09310098e+00  3.41845300e-01 -1.16723447e+00  2.46231946e+00
 -4.68110235e-01 -3.93934049e-01 -3.07555497e-03  1.69868667e+00
 -1.16990012e+00  5.76724917e-01  2.98742980e-01 -1.39689155e+00
  1.18485179e+00  1.33276674e+00  3.11095987e-01 -1.40027013e+00
 -2.44549474e-01  8.73781808e-01  2.63057356e+00  2.76800744e-01
  3.91427800e-02 -2.28564299e+00 -1.48246300e+00 -2.73342859e-02
  4.66584701e-01 -1.63625643e-01 -1.36998986e+00 -3.92787326e-01
 -3.59905891e-01 -8.99886340e-03 -4.41013169e-01  2.04748315e+00
  7.95218520e-01 -3.33457574e-01  9.37217988e-01 -1.32484404e+00
 -1.69771299e-01 -9.42950828e-01  4.75172572e-01 -3.09846111e-01
 -1.04739707e+00  4.51663764e-01 -1.64687395e+00  8.67339201e-01
 -1.59258343e+00  6.22962460e-01  1.23883516e+00  4.77314435e-01]"
94,2020-12-22 03:00:00,추위 물러가니 미세먼지… 성탄전날 전국 눈 또는 비,"['추위', '미세먼지', '성탄', '전날', '전국', '눈', '비']",[0.49804892 0.48986306 0.48068966],3,None,"[ 0.29615492 -0.31686673 -2.06579201  0.6106372  -0.05846033  1.70491093
  0.45262758  1.39801007  1.41472125 -0.04880281 -1.16831787 -0.284054
 -1.28875582  0.87259187  0.29110954  0.06995241 -1.89204151 -1.97346614
  0.64034902  0.87329753 -1.13100134  0.15015742  1.28929564  0.61606936
  1.4602874  -0.80760117  2.65648422 -2.27335842 -0.49940084  1.62574312
  0.99688544  0.70440838 -0.61192576 -0.80421182  1.5832964   0.74252826
  2.02893673 -1.2875133   0.24570955 -0.05698329  0.15827178 -0.70491784
  1.47393879  0.43235183 -0.10987048 -0.65266122 -0.54703026  0.73408737
 -1.61368699 -0.32575819  0.8347464  -1.24522549 -2.36558954  0.6836152
 -0.29388047  1.32221669 -1.15580707 -1.52974563 -0.17089321  1.47872658
 -0.07945342  1.33159356 -0.20452531 -0.73040478  0.72851853  0.36189343
 -0.34721774 -0.13256102  0.86301691 -1.13914127  0.15537039  0.45401116
  0.0651361  -1.36837236 -0.48193724 -0.76386663 -1.19763307  0.58169368
 -0.54343168  0.4340177  -0.09952821  1.24617793 -1.40161709  0.85578862
 -0.40365293 -1.08124089  1.66858704 -0.17886053  0.561665    0.37645609
  0.02946937 -1.28603511 -0.18320431  1.1293184  -0.31092214 -0.09273399
 -2.19102696 -0.74222538 -0.17075688  2.07112952]"
95,2020-12-22 03:00:00,“1000원으로 아마존 주식을”… 2030투자자 몰렸다,"['아마존', '주식', '투자자']",[0.40229117 0.35829827 0.38233742],3,None,"[ 0.76075114 -0.29295484  0.08358482  0.514925    0.84263934 -1.42177691
 -1.73435988  0.77502458  0.60998902  0.2188537  -0.77073629  0.35657502
 -1.52715816 -1.06346741  0.7054317   0.91863254 -0.20267888 -1.9730162
 -1.41405985 -0.31633139  0.15636368  0.78862867  1.35702518  0.12562926
  0.18810618  0.04901757  0.72133131  0.06925971 -0.20554788  0.18012109
 -0.29963164  0.50683389 -0.31518129 -0.4995918  -0.48110493  0.143205
  1.00733053 -0.95018642 -0.5888603   1.24318422  0.0442752  -0.81028336
  0.35255872  0.02568056 -1.19807187  0.2209728   0.45084575  0.91741561
 -0.46284015  0.22102021 -0.52330496  0.01195024  0.15588447 -1.16933428
 -0.04879602  0.32659486 -0.68889417 -0.57661888 -0.15801642  1.00997388
 -0.4727574   1.95815477 -0.86977024 -1.59062383  1.02054833  0.43676195
  0.70801014  0.77970999  0.37784614  0.56156921  0.81987545  0.59440372
  1.69229633 -0.95892034 -0.66563983 -0.03162936 -1.00570681 -0.15663639
  0.60031834  0.98409471 -0.24290989  0.23970921 -1.51415882  0.19819743
  0.56849705  0.16576989 -1.20241883 -0.56637955  0.71600737 -2.00592583
  0.26004966 -1.50755318 -1.80310982  0.36077128 -0.77693952  0.27509043
 -0.69222682 -0.2107829   1.90371314  1.73969206]"
96,2020-12-22 03:00:00,"공인회계사 시험, 2025년부터 개편","['공인', '회계사', '시험', '개편']",[0.39617868 0.36121806 0.54565822],3,None,"[-0.86465826 -1.49248077 -1.32798435  0.21204199 -0.64799301  0.55642284
 -0.19044369  1.97515552  0.542101    0.02007341 -0.68100774 -0.6330981
 -2.88125044 -1.02207981  0.52175808 -0.30581813  0.17975018 -0.71843529
  0.70423622  0.3055649  -0.16373927  1.38817498  1.15617565  0.84279033
  0.61941359 -1.73989418  0.61943878 -1.30762871 -0.03007951  0.34980848
  0.87267893 -0.66318489 -1.23402853  0.48346172 -0.13011233  0.91824231
  2.33470505 -1.14095166 -0.0466813   1.01956577  0.19599999  0.78524625
 -0.91033989  0.53728992  0.63602934  0.271084    1.65951183  0.78054684
 -1.83113831  0.61841553  1.53042264 -0.0131184  -0.768272    1.2672472
 -0.26083056  1.79739648 -1.74878651 -0.95414029 -0.56662475  0.50250096
 -0.88967856 -0.57278593 -0.05387284  0.09277089  2.34788951  0.33424473
 -0.35317308 -2.28030145 -1.13771675  0.02155023  1.32622179 -1.77687037
  0.9354849  -1.79238819  1.24468775  0.10947064 -1.07390808  0.79933592
  0.39636525  1.77827731  0.0423108   1.68621323  0.30175493  1.14845708
  0.18398854 -0.30810238  0.00685735 -0.96020674 -0.00856464  0.4706426
 -0.25661961  0.8913587  -1.13206035  0.12359048 -0.23755853  0.56523764
 -2.88111877  0.03360353  0.55748847  0.85120405]"
97,2020-12-22 03:00:00,패스-카카오-페이코 인증서로 연말정산 가능,"['패스', '카카오', '페이', '코', '인증서', '연말정산', '가능']",[0.34810971 0.29458271 0.60556657],2,통신,"[ 2.23691761 -1.57756625 -2.62265038 -0.99989244  1.49943345 -0.02576361
 -1.12867208  1.98907126  1.38330012 -0.14938798 -2.25130399 -0.34495199
 -4.70477347 -2.66700749  1.29387314  0.5506931  -1.42048798 -2.64209297
 -0.86776855 -1.00504082  0.21588979 -0.22126368  1.89090235  2.6926609
  1.16081163 -2.91745524  0.62495524 -1.06932011 -0.40662086  0.8069407
  0.61516231 -0.09949858 -1.03495251 -3.04775786  0.85445591 -0.26025116
  2.54732712  0.31668948 -1.04742295  1.98518812 -0.38561323  0.14571923
 -0.19714972 -0.62526027 -1.30780377 -1.57147754  2.29782334  1.88467728
 -0.09878097 -0.4006325   0.49382933  0.34697185 -1.28362276  1.10496739
 -3.86277279  2.75877445 -2.39162771 -1.38841082 -0.22653098  1.16393487
 -1.07732163  1.04813401  0.97119325 -2.78623922  0.10853393 -0.10295374
 -0.14153996 -1.58193518 -0.34919488 -0.38628712  2.65455833  0.85083203
  0.43943754 -3.26537346 -0.44821691  0.08768956 -2.88486169  0.88311443
 -2.47410266  0.07584617 -0.7448878   1.65049788  1.33827736 -0.0980049
 -0.39979975 -0.44764481 -0.03908625  0.31324014 -0.42696667 -1.1015417
  2.15894835 -0.82550594 -3.33726298  4.3566812   0.33449939 -1.09949806
 -3.5423802   1.23901     1.83972155  1.41712797]"
98,2020-12-22 03:00:00,겨울철 더 심해지는 전립샘비대증… 온열요법-케겔운동으로 관리,"['겨울철', '더', '전립샘', '비대증', '요법', '케겔운동', '관리']",[0.41321432 0.46884986 0.38394882],3,None,"[-0.05704126 -0.89557134 -1.56454057  0.54566367  0.17298028  0.94021752
  0.44170857  0.78888751  0.71121979  0.68250425 -0.69039495 -0.89697611
 -0.70134651 -1.14902103  0.2548124   0.14194998 -0.43072698 -1.14857496
  0.0599691   0.86646824  0.42459397 -0.48325797  1.76726818  1.22171427
  1.57710639 -0.57519299  2.09239987 -1.27033374  0.27935153  0.08349631
  0.20274843 -0.28647559  0.20973387 -0.51153003  0.56663825  0.99707204
  1.3119463  -1.80095583 -0.26307209  0.11636306 -0.37850794 -0.27851856
  1.77887698  0.91110438  0.66844823 -0.6656589   0.46341113  0.62886739
  0.15678501 -1.52637479  0.30506544 -0.91122048 -1.72434171  1.11411447
  0.13203433  0.74854045 -0.74992304 -1.13447416  0.18242925  0.86309177
 -0.19473512  1.11563468  0.61421142 -0.65056465  0.63828811  0.04026556
 -0.41784104 -0.32965109 -0.12165926  0.04678673 -0.06574    -0.12372569
  0.65380159  0.19514911 -0.5901676  -0.97310267  0.30914641  0.45029409
 -0.49180247  0.20260964 -0.27097798  0.77095419 -0.09021585 -0.07849952
  0.730302    0.28134777  0.19634212 -0.96796845  0.68614305  0.94886799
 -0.45810333 -0.90238881  0.2731151   0.04780101 -0.00596417  0.4523472
 -1.34787079  0.65197871 -0.06652007  1.27126893]"
99,2020-12-22 03:00:00,"노년기 수면부족, 면역력 낮추고 치매 위험 높인다","['노년기', '수면', '부족', '면역', '치매', '위험']",[0.45253061 0.66436049 0.31831669],1,바이오,"[-0.13216277 -1.2368549  -1.82505493  0.5492179   0.91713272  0.46433419
  0.49814651  0.62203259 -0.3620956   0.58999616 -0.79601177 -1.07654273
 -1.8146578  -0.97818714  0.42245458 -0.49969543 -1.6357305  -2.65323453
  0.57428298  0.67752303 -0.62417796  0.58364493  3.16274914  0.36663078
  0.2743156  -0.30107971  3.57603586 -2.85886818  0.07389797  1.76021054
  0.34653741  0.05188989  0.51212276 -0.67717237  1.06949182  1.88066016
  1.52991508 -2.98131973 -0.23339355  0.24032169 -2.49959977 -0.18327328
  1.28953908  2.0692922   0.24215961 -0.34061018  0.59107214  0.88877022
 -0.73870525 -1.52460402  0.99648036 -1.62343574 -1.6813653   0.11142449
  0.78046903  1.72434658 -1.38973181  0.11653661  0.40119448  1.02331831
  1.91041922  0.98160736  0.4331977  -0.33222058 -0.09334837 -0.48617175
 -0.16499628  1.48932668 -0.83326967  0.99278455  0.9881124  -0.70311517
  0.51176476 -1.44771404 -0.48376863 -1.1390776   1.87613951 -0.00902041
  0.04661772  1.12180231 -0.54941031  0.99801928 -0.83704629  0.25907832
  0.39976569 -0.58334646  1.66660647 -1.00489436 -0.03303476  0.72705208
 -1.94424389 -1.50621838  0.06609334  1.66212893 -0.39213646  1.39822555
 -1.41616979  0.28599723  0.12407368  1.73477411]"
100,2020-12-22 03:00:00,3중 개인키로 보안 강화… 블록체인 최초 거래철회 시스템 구축,"['중', '개인키', '보안', '강화', '블록', '체인', '최초', '거래', '철회', '시스템', '구축']",[0.54435679 0.46340817 0.6086296 ],3,None,"[ 0.11944238 -0.66975234 -1.40091091  3.0649726   1.78080694 -0.9740367
 -0.66533447  1.03692026  3.15166254  1.69791916 -2.60639305 -1.63433261
 -6.12407559 -1.72349611 -2.20184374  0.23829878  0.61389296 -2.112712
  3.12724964  0.14069723  1.12777766  2.60128231  3.67687576  4.54050338
  0.97072519 -1.30656705  1.16023437 -3.08703765  1.7660229   1.88413706
  1.52390397  4.12674008 -1.27606083 -4.0555557   2.43320715  2.37637071
  2.44594478  0.09064566 -1.21248716  4.53302179 -0.19407219  1.57581504
  1.49171824  0.54315116 -0.51770704 -0.91411848  5.64652147  3.11981678
  0.50142182 -1.34081859  0.41164137 -0.98885391 -5.90455127  1.45463406
 -1.5966479   3.89943783 -0.2255697  -3.70766105 -1.50238487  1.32121415
  0.75554536  2.64472596  0.91676949 -4.19745713  2.59091854  1.07760246
 -0.78411748 -2.31780916 -2.55928697  0.18520727  3.29993363 -0.11153383
  2.76113124  0.30561333  1.14424592 -1.65881941 -3.46553961  0.74737076
  0.36812875  2.79148653  0.19679909  4.11076694  0.06854914  2.81680436
  1.0945986   0.83055968  1.36034821 -0.79563269  1.29423982 -1.10339836
  1.73017605 -1.34370568 -5.04720783  2.89342048 -0.32953565 -0.95120658
 -3.34097329  0.08621457  1.72122834  2.30093942]"
101,2020-12-22 03:00:00,정확한 통계지표로 투자자 오류 바로잡는 주식통합플랫폼 ‘오렌지보드’,"['통계', '지표', '투자자', '오류', '주식', '통합', '플랫폼', '오렌지', '보드']",[0.52652966 0.49396748 0.54238737],3,None,"[ 1.05640731 -1.2231288  -2.25458649  1.77058812  1.2626616  -1.91600592
 -1.61162377  2.52668697  1.80031206  1.47915249 -1.79759649 -0.70329509
 -4.77743931 -3.15213178 -0.6259176   0.52982593 -0.96207193 -2.67954035
 -0.73366376  0.6574774   0.53468806  0.87894623  4.82076542  1.98950075
  1.50618926 -0.98181981  3.27281101 -0.80183168 -0.19596466  0.07515993
  0.85790184  1.60727501 -1.58766264 -1.51256414  2.11150809  1.00834256
  3.05382644 -1.12875038 -0.63079493  2.94452588 -0.13548291 -1.00486219
  0.595279    2.28657223 -0.72085552  0.08731958  3.069431    1.01681803
 -1.55774527 -0.91502906  1.43643647 -0.51739225 -2.55957255 -0.73047526
 -0.27424587  3.10971653 -3.211564   -1.54481536 -1.22535856  1.6668347
 -0.87385054  2.44566531 -0.28669848 -3.50900027  1.34162917  1.05406056
 -0.29225041 -0.82996921 -1.34798817 -0.03485993  0.84676952  0.39227217
  2.72360269 -2.35758436 -1.77442051  0.01295412 -1.20517404  0.25381814
 -1.60976908  1.52066075  0.15023753  2.49695133 -1.81079779  1.17561456
  0.71648164  0.24949638  0.51387973 -1.08933431  0.45958511 -1.90447887
  1.83420445 -0.6937675  -1.13200871  3.33530326 -0.5061351   2.50926632
 -3.81834803  0.70869401  3.2032214   2.37791942]"
102,2020-12-22 03:00:00,"언택트 시대, AR-VR 체험 서비스 잇따라 선보여","['언택트', '시대', '체험', '서비스']",[0.39285682 0.24739877 0.58875525],2,통신,"[ 6.10813826e-01  5.06629296e-01 -1.50821518e+00  9.79630153e-01
 -1.85995942e+00  3.78442779e-01  8.99854034e-01  1.14605336e+00
  1.80114201e+00  1.87971077e+00 -1.08650332e+00 -2.43104547e-01
 -1.75691792e+00 -1.04376876e+00 -5.96524719e-01  1.04992492e+00
 -1.53042963e+00  1.76796792e-02 -4.15055800e-01  3.43293016e-01
  1.05397601e+00  1.53269827e+00  1.12573145e+00  1.23336048e+00
  1.22577283e+00 -5.27274716e-01 -8.47812817e-02 -1.57389215e+00
  8.58608767e-01 -1.05634145e-01  1.40935138e+00  2.82254921e-01
 -7.41136864e-01 -1.71012375e+00  1.27412152e+00  3.49996828e-01
  1.65346664e+00 -3.85868097e-01  1.24511924e+00  1.07712546e+00
  1.59860064e+00  3.08706246e-01  8.63680050e-01  6.09538272e-01
 -1.23323470e-01  3.09345603e-01  1.64629637e+00  5.74450826e-01
 -1.56512178e-01 -4.18456048e-02  2.93266475e-02 -3.16626657e-01
 -1.81863843e+00 -4.40630592e-01 -2.04521880e+00  1.65468546e+00
 -1.51962861e-02 -1.74745843e-02  1.17251197e-02  3.84913342e-01
 -7.94578664e-01  1.40017613e+00 -1.30258299e-01 -1.29115471e+00
  4.93953481e-01  9.46710203e-02 -3.16118445e-01 -4.70072314e-01
 -7.70539921e-01 -1.31044671e+00  1.55459879e+00  5.74954659e-01
  1.92597106e+00 -1.61265148e+00 -1.98207748e+00 -2.36944824e-01
  2.50863815e-01  1.39877097e+00 -1.55359603e+00 -5.81291423e-01
 -1.42558940e+00  2.18008040e+00 -6.66468233e-01  7.71982852e-01
 -5.42238355e-04 -1.00030394e+00  2.81979717e-01  2.43842825e-02
  2.42368460e-01 -9.41639870e-01  1.17411047e+00 -7.79591305e-01
 -8.31239596e-01  3.00172210e-01 -1.18373115e+00 -3.62294948e-01
 -1.70928271e+00  1.07497777e+00  4.38503265e-01  7.47883037e-01]"
