,date,title
6458,2020-03-16 03:00:00,지옥처럼 펄펄 끓는 행성… 해가 지면 쇳물 비가 내린다
6459,2020-03-15 09:50:00,코로나 사태로 메신저·화상 회의·통화 결합한 소프트웨어 이용 급증
6460,2020-03-15 08:57:00,“하루 2600번 만지는 스마트폰”…코로나 감염 막으려면 청소 어떻게?
6461,2020-03-14 17:21:00,[날씨]15일 강풍 불어 체감온도 ‘뚝’…서울·경기 비 또는 눈
6462,2020-03-14 14:00:00,"뇌과학 연구 39세 남성, 죽을 것 같이 달리는 이유[양종구의 100세 시대 건강법]"
6463,2020-03-14 03:00:00,"안동 자원봉사 간호사, 면접 오지말라한 병원"
6464,2020-03-14 03:00:00,자가호흡 어려운 ‘위중 환자’ 5일새 36→59명
6465,2020-03-14 03:00:00,간호사 이어 의사들도 “면마스크 검토”
6466,2020-03-13 18:33:00,코로나19에 안전보건교육도 온라인화가 대세
6467,2020-03-13 15:05:00,"“윈도우10 보안 업데이트하세요”…KISA, 악성코드 전파 우려"
6468,2020-03-13 14:35:00,"""클래스101으로 새로운 방향성 찾아""... 53만 유튜버 슛뚜의 제안은"
6469,2020-03-13 12:28:00,“1주일 더”…IT·게임업계 재택근무 20일까지 또 연장
6470,2020-03-13 11:27:00,"“암 정복 멀지 않았다”… GC녹십자셀, 실험쥐 췌장암 세포 100% 사멸"
6471,2020-03-13 11:02:00,[리뷰] 넷마블이 내놓은 새로운 해답 'A3: 스틸얼라이브'
6472,2020-03-13 10:10:00,"나무기술, 신한은행에 클라우드 플랫폼 ‘칵테일 클라우드’ 공급"
6473,2020-03-13 09:59:00,의협회장 “코로나 사망률 낮추는 것 제1의 목표 삼아야”
6474,2020-03-13 05:45:00,"SKT-ADT, ‘캡스 스마트빌리지’ 출시"
6475,2020-03-13 03:00:00,부정맥 등 원격진료 3건 규제 샌드박스 통과
6476,2020-03-13 03:00:00,“반세기 맞은 국내 첫 자연사박물관… 생생한 자연의 감동을 느껴보세요”
6477,2020-03-13 03:00:00,독 안에 든 ‘코로나19’
6478,2020-03-13 03:00:00,“코로나 감염 20분내 확인 진단 키트 3개월내 출시”
6479,2020-03-13 03:00:00,줄잇는 #기부-기브티콘… ‘2020년판 金 모으기’
6480,2020-03-13 03:00:00,개학 연기에… TV 홈스쿨링 시청 4배 증가
6481,2020-03-12 18:48:00,"이러닝을 혁신하는 에듀테크, 전세계가 주목하는 교육의 변화"
6482,2020-03-12 17:27:00,"[날씨] 13일 아침 봄날, 낮부터 찬공기 유입…서울·경기 한때 비"
6483,2020-03-12 17:00:00,"메디톡스, 보툴리눔 톡신 ‘코어톡스’ 치료용 적응증 획득"
6484,2020-03-12 16:37:00,"무선 영역 넓히는 '메시 네트워크', 사무 환경에선 기업용 쓰는 게 좋아"
6485,2020-03-12 16:28:00,“팬데믹 선언에 셀트리온 행동 개시”… ‘감염 확인 15분’ 신속진단키트·멀티 치료제 개발
6486,2020-03-12 15:21:00,"5G 기지국, 지난 2월 10만 돌파…첫 상용화 때와 견줘 3배↑"
6487,2020-03-12 14:45:00,"마스크 앱 출시 이틀째, 재고량 불일치로 혼선 여전…헛걸음에 분통"
6488,2020-03-12 14:01:00,"美 워싱턴주 코로나 속출, 과학자들은 이미 예상했다…게놈으로 동선 파악"
6489,2020-03-12 13:50:00,"LGU+, 클라우드 게임 5G 고객에 무료 제공"
6490,2020-03-12 13:45:00,‘콜 오브 듀티’ 배틀로얄 무료로 맘껏 즐긴다
6491,2020-03-12 13:02:00,"CJ헬스케어, 신약 ‘케이캡’ 헬리코박터 제균 적응증 추가"
6492,2020-03-12 12:49:00,"광동제약, 분말형 ‘비타500 데일리 스틱’ 출시"
6493,2020-03-12 11:57:00,"울릉도서 천연기념물 점박이물범, 멸종위기 물개 잇따라 발견"
6494,2020-03-12 11:34:00,"로맨싱 사가 시리즈 신작, 구글플레이에서 CBT 사전 예약 진행"
6495,2020-03-12 11:33:00,"기업 혼자는 어려운 클라우드 서비스, LG CNS가 주목 받는 이유"
6496,2020-03-12 11:04:00,"따듯했던 겨울, 얼지 않은 한강…“13년 만에 처음”"
6497,2020-03-12 10:53:00,코로나19로  재택근무 ↑…가상사설망(VPN)·화상회의 인증보안 대책 필요
6498,2020-03-12 10:30:00,"A3: 스틸얼라이브, MMO와 배틀로얄의 新 콜라보 보여줄까?"
6499,2020-03-12 10:00:00,"“애플없는 지금이 절호의 찬스”…삼성·LG, 일본 5G폰 시장 출격"
6500,2020-03-12 09:56:00,국내 희귀 철새 ‘검은어깨매’ 전북 동진·만경강서 첫 발견
6501,2020-03-12 09:38:00,“이르면 12일부터 우체국 마스크 재고도 앱에 뜹니다”
6502,2020-03-12 05:53:00,앱으로 동네 마스크 재고 확인…똑닥 ‘마스크 지도’ 오픈
6503,2020-03-12 05:45:00,[건강 올레길] 임플란트의 디지털화 ‘3D 구강스캐너 트리오스’
6504,2020-03-12 05:45:00,[건강 올레길] 발 변형 ‘무지외반증’ 방치하면 합병증 유발
6505,2020-03-12 05:19:00,‘코로나19’ 걸리면 폐 망가진다?…과학·의학 전문가들이 답한다
6506,2020-03-12 03:00:00,[만화 그리는 의사들]〈132〉#2주간자발적격리
6507,2020-03-12 03:00:00,걱정 커진 수도권 집단감염… 정부 뒤늦게 “중증응급센터 운영”
6508,2020-03-12 03:00:00,코로나 ‘드라이브 스루’ 검사 6시간… 통보까진 최대 이틀 걸려
6509,2020-03-12 03:00:00,“2주 더 밀집된 곳 피하고 ‘사회적 거리’ 유지하세요”
6510,2020-03-12 03:00:00,모처럼 푸른하늘
6511,2020-03-12 03:00:00,[Tech&]“U+5G가 대한민국의 ‘일상’을 바꿉니다”
6512,2020-03-12 03:00:00,"SKT, 디지털 헬스케어 전문社 설립"
6513,2020-03-12 03:00:00,하루 우유 두 잔으로 우리 가족 건강 지키기
6514,2020-03-11 19:17:00,"한미약품 혁신신약 ‘HM15211’, 美 FDA 희귀의약품 추가 지정"
6515,2020-03-11 19:03:00,"유한양행, 창업주 ‘故 유일한 박사’ 영면 49주기 맞아"
6516,2020-03-11 18:29:00,4세대 인텔 코어 PC는 업그레이드? 교체? 세대별 PC 운용 가이드
6517,2020-03-11 18:00:00,"“코로나 확산해도…‘염증성 장질환’ 앓는 분들, 치료 중단 마세요”"
6518,2020-03-11 17:29:00,"[리뷰] 반응 속도의 한계에 도전하다, 에이수스 터프게이밍 VG279QM"
6519,2020-03-11 14:31:00,라이엇 ‘MSI’ 7월로 연기
6520,2020-03-11 14:29:00,알뜰폰의 반격…서비스 혜택 강화
6521,2020-03-11 14:27:00,2020년 TV 경쟁 막 올랐다
6522,2020-03-11 12:40:00,"[스타트업-ing] 스포잇 권정혁 대표, ""운동 선수의 미래를 생각합니다"""
6523,2020-03-11 11:52:00,“마스크 종일 쓰니 귀가 너무 아파요”…간단한 지압으로 해결
6524,2020-03-11 11:38:00,"[GAME2020] '라그나로크' IP에 올인, 그라비티는 라그 왕국을 꿈꾼다"
6525,2020-03-11 10:43:00,"똑닥, 실시간 마스크 지도 서비스 오픈"
6526,2020-03-11 10:40:00,"“헤이카카오, TV 켜줘”…외출 준비하며 음성명령 ‘척척’"
6527,2020-03-11 10:38:00,"명지병원, 전 국민 대상 ‘코로나19 상담센터’ 운영"
6528,2020-03-11 10:30:00,"중앙대병원, 중앙대·이원다이애그노믹스와 의료AI 산학협력"
6529,2020-03-11 10:10:00,메디컬 평판검색 서비스 ‘메디우스’ 정식 오픈
6530,2020-03-11 10:08:00,"서울시립대 안도열 석자교수, 새로운 청색광 구리-할로겐 반도체 기술 개발"
6531,2020-03-11 07:57:00,4700만원짜리 갤S20울트라 한정판 러시아서 출시
6532,2020-03-11 06:42:00,[날씨] 11일 아침기온 전날보다 5도 뚝…맑고 청정
6533,2020-03-11 05:45:00,[건강 올레길] 오랜 기간 사용하게 되는 임플란트…사후관리·치과 선택 중요
6534,2020-03-11 03:00:00,이제 반려동물 안고 공항 보안검색 가능
6535,2020-03-11 03:00:00,코로나에 판촉행사는 ‘거리두기’… 온라인으로 ‘밀접 접촉’ 마케팅
6536,2020-03-11 03:00:00,공적 마스크 재고 현황 알려주는 앱 나온다
6537,2020-03-11 03:00:00,[DBR]플랫폼 참여자가 아마존 갑질로부터 살아남으려면…
6538,2020-03-11 03:00:00,‘갤럭시 버즈+’ 핑크-레드도 출시
6539,2020-03-11 03:00:00,"“상위 1%가 받던 자산관리, AI기반 앱 통해 서비스”"
6540,2020-03-11 03:00:00,“피트니스도 이젠 융복합 시대… 헬스-발레 등 접목 새롭게 접근해야”
6541,2020-03-11 03:00:00,“5월에 코로나 유행 최고 수준 도달… 장기화 가능성 염두해야”
6542,2020-03-11 03:00:00,집에선 놀고 공부하고 일하고… 밖에선 ‘사회적 거리두기’
6543,2020-03-11 03:00:00,"CJ제일제당 전립소 쏘팔메토 파워, 남성의 전립선 건강, 한 알로 챙기세요"
6544,2020-03-11 03:00:00,"쎄라덤, 피부 깊숙이 스미는 항산화 효과 노화 붙잡는 ‘리포아란 앰플세럼’"
6545,2020-03-11 03:00:00,"혈관 씻어주고 두뇌활동 돕고… 오메가3, 어디까지 알고 계세요?"
6546,2020-03-11 03:00:00,“예방이 최선! 철저한 위생 관리로 감염병 예방합시다”
6547,2020-03-11 03:00:00,"종근당건강 ‘천관보’ 할인 판매, 관절에 좋은 황 성분 함유 중장년 관절 관리하세요"
6548,2020-03-11 03:00:00,"일양약품 ‘꿀잠365’, 최고의 면역증강제 ‘꿀잠’… 수면의 질을 높여라"
6549,2020-03-11 03:00:00,"국산 과일, 새콤달콤 사과… 시원한 배… 껍질째 먹으면 항산화력 UP"
6550,2020-03-11 03:00:00,"아모레퍼시픽, 면역력 높이는 녹차-인삼열매 자연이 선물한 항바이러스제"
6551,2020-03-11 03:00:00,[만화 그리는 의사들] 코로나19 극복 수칙
6552,2020-03-11 03:00:00,"P+DNA, 마스크 속 피부 ‘연어DNA’로 장벽 강화"
6553,2020-03-11 03:00:00,"[이진한 의학전문기자의 메디컬 현장]코로나 환자, 스마트 모니터링 시스템으로 실시간 관리"
6554,2020-03-11 03:00:00,"[헬스캡슐] 서울대병원, 코로나19 치료제 임상시험 착수 外"
6555,2020-03-11 03:00:00,[톡투 건강 핫클릭] “항암치료로 암세포 줄인 뒤 수술하면 성공률 높아”
6556,2020-03-11 03:00:00,“지병 있으면 급속 악화… 고혈압-심혈관질환자 각별한 주의를”
6557,2020-03-10 22:58:00,"[리뷰] 2020년판 '끝판왕' DSLR 카메라, 캐논 EOS-1D X 마크3"
6558,2020-03-10 17:23:00,"간호조무사協 “간호조무사 369명, TK 의료 현장으로”"
6559,2020-03-10 17:03:00,[리뷰] 기계식 키보드를 왜 쓰는걸까? '하이퍼엑스 알로이 오리진'
6560,2020-03-10 17:03:00,코로나로 아이폰 中판매량 ‘반쪽’…스마트폰 업계 위기
6561,2020-03-10 15:38:00,"갤럭시Z플립, 20만번 접기 ‘극한실험’ 통과…레고 테스트 기기만 ‘삐걱’"
6562,2020-03-10 14:43:00,"디디캐스트, 아카데미 패키지 출시…선착순 100명 20% 할인 프로모션"
6563,2020-03-10 14:20:00,“잠복기 2주 맞나” 논란 확산…자가격리 후 음성→양성 잇따라
6564,2020-03-10 13:55:00,"종근당건강, 유산균 화장품 ‘닥터락토’ 모델로 배우 박소담 발탁"
6565,2020-03-10 13:30:00,"‘봄꽃’ 진달래, 제주서 3일 개화…31년 만에 가장 빨랐다"
6566,2020-03-10 13:29:00,"[GAME2020] 쉴새없던 2019년, 스마일게이트는 글로벌 프론티어로 향한다"
6567,2020-03-10 13:07:00,"한미약품그룹, 주총 전자투표제 전면 도입… “주주권리 강화·코로나19 예방”"
6568,2020-03-10 12:07:00,"동국제약, ‘코로나19’ 극복 위해 ‘마스크·손 세정제’ 등 물품 전달"
6569,2020-03-10 11:56:00,코로나19 검사에 3시간도 안걸려…한국계 미 바이오벤처 FDA 승인
6570,2020-03-10 11:05:00,부산·통영·창원·거제 폭풍해일주의보 발효…“침수피해 유의”
6571,2020-03-10 10:31:00,"제이니스 PC오프 프로그램 엠오피스, 재택근무 관리 위해 이석 관리팩 기능 제공"
6572,2020-03-10 09:00:00,"솔트룩스, 인공지능 스타트업 공모전 개최…서류 접수 31일까지"
6573,2020-03-10 05:45:00,"[건강 올레길] 코로나19 예방, 올바른 예방법 숙지하고 실천해야"
6574,2020-03-10 05:45:00,"[김명근 기자의 게임월드] 폰으로, 콘솔로, 웹으로…‘명작’의 재해석"
6575,2020-03-10 03:00:00,코로나 고삐 늦출 때 아니다
6576,2020-03-10 03:00:00,“불안해 울던 환자가 먼저 안부를 묻는다… 다시 힘이 솟고 식은 도시락마저 고맙다”
6577,2020-03-10 03:00:00,결혼 미루고 병원서 숙식… “환자 호전되는 보람에 버팁니다”
6578,2020-03-10 03:00:00,[단독]“밤새 가슴 찢는 고통… ‘이길 수 있다’는 믿음이 최고의 약”
6579,2020-03-10 03:00:00,분당서울대병원 확진 직원도 신천지… 대구시 “미검사 신도 50명 고발 계획”
6580,2020-03-10 03:00:00,봄 날씨에 헤엄치는 원앙
6581,2020-03-10 03:00:00,중환자실 홀로 사투 환자들… “면회 통한 가족치료 필요” 목소리
6582,2020-03-10 03:00:00,"고려대, 데이터과학원 개원… AI 등 융합연구"
6583,2020-03-10 03:00:00,재택근무 확산에… 화상회의 등 업무 툴 이용 급증
6584,2020-03-10 03:00:00,"KT, 청각장애인 영상통화 서비스"
6585,2020-03-10 03:00:00,"네이버, 실제 들은 음악에만 음원 사용료"
6586,2020-03-10 03:00:00,"‘임대료 고지’ 카톡으로… LH, 11일부터 서비스"
6587,2020-03-10 03:00:00,대림 “의료용 신소재 육성”… 6200억원에 美사업 인수
6588,2020-03-10 03:00:00,내달부터 술도 스마트폰 주문… 음식점 등에 직접가서 수령해야
6589,2020-03-09 20:05:00,[IT애정남] 램 디스크 쓰면 메모리 듀얼채널이 무효화되나요?
6590,2020-03-09 18:20:00,"박양우 장관, PC방 찾아 방역 점검…“한 칸씩 띄워 앉자”"
6591,2020-03-09 18:19:00,멸종된 ‘독도강치’ 울릉도 선녀탕에서 포착
6592,2020-03-09 18:10:00,삼성 두 번째 폴더블폰 ‘갤럭시 Z플립’ 20개국서 완판 행진
6593,2020-03-09 16:01:00,"GC녹십자, 코로나19 국책 과제 2건 수행… 연구기간 10~24개월·지원금 1억~5억원"
6594,2020-03-09 15:17:00,"GC녹십자, 용인 본사 재택근무 종료… “재출근 첫날 용인지역 17번째 확진”"
6595,2020-03-09 14:13:00,"세종대 기후환경융합센터, 한국에너지기술평가원과 연구협력 MOU 체결"
6596,2020-03-09 13:27:00,“코로나19 기온 오르면 사라진다” 찬반 논란 가열
6597,2020-03-09 13:26:00,"셀트리온, 휴미라 바이오시밀러 유럽 허가 신청 완료"
6598,2020-03-09 12:01:00,"[GAME2020] 플레이위드, 2020년 투 트랙 전략으로 성장세 이어간다"
6599,2020-03-09 11:30:00,"큐옴바이오, 한국의과학연구원 미생물자원화센터와 공동연구 협약 체결"
6600,2020-03-09 10:27:00,"“음원 사용료, 내가 직접 듣는 음악·가수에게만 돌아간다”"
6601,2020-03-09 05:45:00,[건강 올레길] 안전한 ‘임플란트’ 어떻게 해야 하나?
6602,2020-03-09 05:45:00,[건강 올레길] 몸을 훈훈하게 하면 코로나19 잡을 수 있어요
6603,2020-03-09 05:45:00,“면역력 높여 코로나 잡자” 의약품 TK행 러시
6604,2020-03-09 03:00:00,"본보 이진한 기자가 본 코로나 사투 현장… “환자 호흡이 가빠졌다, 망설일 시간이 없다”"
6605,2020-03-09 03:00:00,글로벌 모빌리티 씽씽 달리는데… 한국은 규제 리스크에 ‘F학점’
6606,2020-03-09 03:00:00,"미래경영 또 다른 축 태양광, 작년 석유화학 실적 넘어서"
6607,2020-03-09 03:00:00,"SKT, 싱가포르-태국 e스포츠 사업 진출"
6608,2020-03-09 03:00:00,"삼성SDS, ABL생명 시스템 클라우드로 전환"
6609,2020-03-09 03:00:00,‘2주만에 위성 쏘아올리기’… 실패해도 도전은 계속된다
6610,2020-03-09 03:00:00,배터리 왕좌의 게임
6611,2020-03-07 14:46:00,동네 한바퀴도 안 달렸던 ‘동네 아줌마’에서…사막마라톤 완주한 임희선 씨[양종구의 100세 시대 건강법]
6612,2020-03-07 07:37:00,[날씨]봄의 빗장 여는 포근한 주말…일부 지역 비
6613,2020-03-07 03:00:00,입원환자 바이러스 전파… 원내감염 비상
6614,2020-03-07 03:00:00,환자 면역력 취약… 메르스때 92%가 병원서 걸려
6615,2020-03-07 03:00:00,항암치료 부작용인줄 알았는데 코로나… 순식간에 ‘병원내 감염’
6616,2020-03-07 03:00:00,권영주 고려대 구로병원 교수 “뇌사자-심정지 환자 장기 기증 늘려야”
6617,2020-03-07 03:00:00,5~10년후 면역-감염 문제 해결… 동물 장기 이식 ‘OK’
6618,2020-03-07 03:00:00,"CNN “日감염자, 공식통계 10배수준 가능성”"
6619,2020-03-07 03:00:00,‘가짜 먹이’로 바이러스 속여 증식 막고… 세포 침입 원천봉쇄
6620,2020-03-07 03:00:00,"에볼라-에이즈 치료제, 코로나로 표적 바꿔 ‘지름길 개발 전략’"
6621,2020-03-06 22:40:00,"[리뷰] 나만의 클라우드 꾸리는 가정용 4베이 NAS, 시놀로지 DS420j"
6622,2020-03-06 21:04:00,사업 방식도 바꿀 수 있는 블록체인 기술
6623,2020-03-06 20:40:00,"‘암호화폐의 자산 인정’ 특금법 통과, 암호화폐 거래소의 운명은?"
6624,2020-03-06 17:55:00,"셀트리온헬스케어, 지난해 역대 최대 실적… 영업이익 흑자전환"
6625,2020-03-06 17:17:00,"대웅바이오, 윤재춘·진성곤 각자대표 체제 전환… “투트랙 전략 가동”"
6626,2020-03-06 17:07:00,코로나19 치료제 4월쯤 나올까…치료제·백신 개발 어디까지 왔나
6627,2020-03-06 13:31:00,"대웅그룹, 경영진 나서 4억원 규모 ‘자사주 매입’… 이달에만 두 번째"
6628,2020-03-06 12:36:00,"버팀병원-오산지역 로타리클럽, 오산시민 건강증진을 위한 업무 협약 체결"
6629,2020-03-06 11:43:00,"㈜핀테크, 마이데이터(본인신용정보관리업)서비스 ‘모니’ 론칭"
6630,2020-03-06 11:34:00,공개된 'A3: 스틸 얼라이브'를 보니..유니티와 언리얼 차이가 사라졌다
6631,2020-03-06 11:28:00,"셀트리온, ’램시마‘ 특허침해 소송서 얀센에 승소… “사실상 소송 종결”"
6632,2020-03-06 08:51:00,"삼성전자, ‘갤럭시S20’ 전세계 20개국에 본격 출시"
6633,2020-03-06 07:48:00,"갤럭시Z플립 접기 테스트, 7만번 돌파…“스크린 멀쩡”"
6634,2020-03-06 06:28:00,삼성 갤럭시S20 ‘순금 폰’…영국서 500만원대 출시
6635,2020-03-06 05:45:00,경마는 멈춰도 시스템은 멈추지 않는다
6636,2020-03-06 05:45:00,"‘투데이’, 컬린 핸디캡 준우승…두바이월드컵카니발 이변 연출"
6637,2020-03-06 05:45:00,마사회TV·KRBC…집에서 즐기는 경마
6638,2020-03-06 05:45:00,[건강 올레길] 골다공증 앓는 어르신들 ‘척추압박골절’에 주의를
6639,2020-03-06 05:45:00,[건강 올레길] 가볍게 넘기는 무릎 통증…‘무릎연골연화증’ 의심해봐야
6640,2020-03-06 05:45:00,"SKT, 대리점·협력사 위해 1130억 규모 상생안 마련"
6641,2020-03-06 03:00:00,"대출 중단 케이뱅크, 유상증자도 힘들듯"
6642,2020-03-06 03:00:00,‘반려견 코로나 감염’ 홍콩서 첫 확인
6643,2020-03-06 03:00:00,6일 아침까지 꽃샘추위… 낮부터 풀려 일교차 커요
6644,2020-03-06 03:00:00,동물들도 민주적 의사결정 내린다
6645,2020-03-06 03:00:00,“코로나 감염 예방하려면 얼굴 만지는 습관부터 버리세요”
6646,2020-03-06 03:00:00,"삼성 5G장비, 뉴질랜드에도 공급"
6647,2020-03-05 19:51:00,"북미-유럽 시장 공략하는 LG V60 씽큐, 외신 반응은?"
6648,2020-03-05 17:36:00,"한미약품, 비알코올성지방간염 치료제 혁신신약 美 FDA 희귀의약품 지정"
6649,2020-03-05 17:12:00,마스크 ‘사흘’ 쓰려면?…오염원 접촉 최소화·자외선 살균
6650,2020-03-05 16:51:00,"고품질 게이밍 플랫폼, 콘솔에서 PC로 무게 이동"
6651,2020-03-05 16:51:00,"韓 의료진, ‘1시간 완성’ 진단키트 개발…가격 더 저렴"
6652,2020-03-05 16:19:00,"[IT애정남] 가습기와 공기청정기, 같이 틀어도 괜찮을까요?"
6653,2020-03-05 16:02:00,"일동제약, ‘코로나19’ 관련 1억5000만원 상당 물품 기부"
6654,2020-03-05 15:15:00,"“코로나19 바이러스, 중추신경계도 손상…합병증 적극 대처해야 사망 막아”"
6655,2020-03-05 14:55:00,역대 가장 따뜻했던 제주 겨울…1月 눈 내린 날 없었다
6656,2020-03-05 13:58:00,정부 창업지원 선정 스타트업 ‘딜리버러’ 정식 서비스 시작
6657,2020-03-05 13:49:00,“집에서도 재밌게 공부해요”… ‘홈스쿨링’ 주목
6658,2020-03-05 13:45:00,삼성 QLED 8K TV 와이파이6 인증획득
6659,2020-03-05 13:43:00,"컴투스, 스토리게임 플랫폼 티저 공개"
6660,2020-03-05 11:29:00,[GAME2020] 2020년 MMORPG 강자 귀환 노리는 룽투코리아
6661,2020-03-05 11:27:00,"“장애인도 ‘코로나19’ 알아야한다”… 대웅제약, 코로나19 쉬운 글 도서 배포"
6662,2020-03-05 10:50:00,코로나19 사망자 36명…70~80대 이상 치명률 4.5~5.6%
6663,2020-03-05 10:44:00,이메일·카카오톡 활용 비대면 전자계약 싸인오케이에 눈길
6664,2020-03-05 10:29:00,"네이버, 인물 연관검색어 이어 ‘연예뉴스 댓글’ 사라졌다"
6665,2020-03-05 06:24:00,1월 글로벌 반도체 매출 354억달러…‘탄탄한 출발’
6666,2020-03-05 05:45:00,[건강 올레길] 얼굴서 발생하는 ‘삼차신경통’…정확한 진단이 가장 중요
6667,2020-03-05 05:18:00,"대기오염, 평균수명 3년 단축시켜…연간 880만명 조기사망"
6668,2020-03-05 03:00:00,[만화 그리는 의사들]〈131〉#2주간자발적격리 캠페인
6669,2020-03-05 03:00:00,창문만 빼꼼 열어 검체 채취… 10분만에 “검사 끝났습니다”
6670,2020-03-05 03:00:00,"“의료진 향한 싸늘한 시선, 감염공포보다 더 무서웠다”"
6671,2020-03-05 03:00:00,경북대병원 “마스크 하루치뿐”… 일부병원 “알코올로 닦아 재사용”
6672,2020-03-05 03:00:00,"기저질환 없던 60대, 확진 판정 1주일만에 숨져"
6673,2020-03-05 03:00:00,[Tech&]옷을 제대로 관리하는 가장 앞선 방식
6674,2020-03-05 03:00:00,IT 플랫폼들 “소상공인 수수료 지원”
6675,2020-03-05 03:00:00,"코로나에… 신입 모바일 재택교육 LGU+, 수료식도 비대면 디지털로"
6676,2020-03-05 00:06:00,"롯데케미칼, 대산공장 폭발사고에 고개 숙여…“사고 수습에 만전”"
6677,2020-03-04 20:07:00,"""보쉬 가전, 다양화된 소비자 욕구 충족시킬 것"" 화인어프라이언스 이덕형 상무"
6678,2020-03-04 18:00:00,"“개구리 놀라겠네”…5일 경칩, 전국 아침은 영하권"
6679,2020-03-04 16:50:00,“평균 기온 3도↑ 처음…기상 관측 사상 가장 따뜻했던 지난 겨울”
6680,2020-03-04 15:47:00,"[스타트업-ing] 피코피코 김우찬 대표, 공기청정기에 편백을 담았습니다"
6681,2020-03-04 15:47:00,"대웅제약 “메디톡스, 美 ICT 재판서 균주 관련 허위자료 제출”"
6682,2020-03-04 15:35:00,"엘에스디테크, 악사(AXA)손해보험 서버 추가 수주"
6683,2020-03-04 15:18:00,"힘찬병원 임직원, 코로나19 극복 성금 5000만원 기부"
6684,2020-03-04 15:15:00,'온드 미디어' 마케팅? 인공지능으로 자동화한다.
6685,2020-03-04 14:38:00,"GC녹십자, 수두백신 ‘배리셀라주’ 식약처 품목허가… 품질·생산성 향상"
6686,2020-03-04 14:37:00,"㈜엑소코바이오, 파리 IMCAS 2020에서 엑소좀  최신 연구결과 발표"
6687,2020-03-04 14:32:00,국내 연구진 “사스·메르스 항체로 코로나19 무력화”…백신개발 기대
6688,2020-03-04 14:14:00,"동아제약,  화장품브랜드  ‘파티온’ 뷰티 편집숍 시코르 입점"
6689,2020-03-04 13:30:00,"이통사, 5G MEC 글로벌 협력 강화"
6690,2020-03-04 13:24:00,"펍지, ‘배그 모바일’ 업데이트"
6691,2020-03-04 13:23:00,카카오페이증권 6일 만에 20만 계좌
6692,2020-03-04 13:21:00,"LGU+, 신입사원 디지털 교육 수료식"
6693,2020-03-04 13:19:00,"펄어비스, ‘검은사막’ 신규 지역 추가"
6694,2020-03-04 12:12:00,“이번엔 갤Z플립 접었다 폈다”…독일서 ‘20만번 접기’ 내구성 테스트
6695,2020-03-04 12:11:00,‘45세 미만 위암’ 원인 추적한 황대희 서울대 교수 ‘이달의 과학기술인상’
6696,2020-03-04 11:50:00,"유명IP 활용한 RPG 흥행 불패 신화, 올해도 계속?"
6697,2020-03-04 11:47:00,“지난겨울 1973년 관측 이후 가장 따뜻…눈은 제일 적게 내려”
6698,2020-03-04 10:39:00,"힘찬병원, 우즈벡 환자 무료수술로 글로벌 나눔의료"
6699,2020-03-04 10:23:00,"서울대병원, 대구·경북 환자 치료할 위기대응병동 운영"
6700,2020-03-04 10:00:00,"생활공작소 핸드워시, 전국 코스트코에 입점"
6701,2020-03-04 07:39:00,코로나19 여파…갤S20 출시에도 2월 번호이동 ‘찔끔’
6702,2020-03-04 05:45:00,"[건강 올레길] 교통사고 후유증의 빠른 회복, 한방 초기치료 효과"
6703,2020-03-04 03:00:00,"[단독]기저질환 앓는 고령자, 위험층 집중관리 시급"
6704,2020-03-04 03:00:00,"면역 억제제 먹는 자가면역질환자, 특히 조심해야"
6705,2020-03-04 03:00:00,기저질환자 감염땐 순식간에 악화… 서둘러 찾아내 입원시켜야
6706,2020-03-04 03:00:00,"식약처 “모두 마스크 쓸 필요없고, 일회용도 재사용 가능”"
6707,2020-03-04 03:00:00,삼성 스마트폰 유럽 시장서 호조
6708,2020-03-04 03:00:00,“효율보다 품질” 생산공정 60%가 장인 수작업
6709,2020-03-04 03:00:00,코로나 불안에 명상-건강 앱 이용 증가
6710,2020-03-04 03:00:00,“방콕족 사로잡아라” 시청자 참여형 OTT 뜬다
6711,2020-03-04 03:00:00,[신문과 놀자!/주니어를 위한 칼럼 따라잡기]거리 두기
6712,2020-03-04 03:00:00,[신문과 놀자!/어린이과학동아 별별과학백과]그 많던 호랑이는 어디에… 인간의 탐욕이 멸종위기로 몰아갔어요
6713,2020-03-03 22:41:00,'변화의 리더 이전에 영원한 GE맨' 잭 웰치 전 GE 회장의 발자취
6714,2020-03-03 18:13:00,"동아쏘시오그룹, ‘코로나19’ 관련 대구·경북에 7000만원 상당 구호물품 기부"
6715,2020-03-03 18:05:00,"‘경영성과 자신감’… 대웅, 200억원 규모 자사주 매입"
6716,2020-03-03 17:51:00,"GC녹십자웰빙, 화장품 브랜드 ‘분자’ 론칭… ‘NK세포 배양액’ 활용 제품 첫선"
6717,2020-03-03 17:48:00,"[리뷰] 작은 PC에 담긴 큰 성능, 에이수스 미니 PC PB60G"
6718,2020-03-03 17:14:00,수십 년 전 떨어진 운석에서 첫 ‘외계 단백질’ 발견
6719,2020-03-03 17:12:00,"이주한 서울시립대 교수, 2020년도 해림광자공학상 수상"
6720,2020-03-03 16:11:00,‘윈도우 업데이트’로 감쪽같이 속이고 돈 내놔…신종 ‘악성코드 주의보’
6721,2020-03-03 16:04:00,"코로나19에 IT 업계 행사 줄줄이 취소…페이스북, SXSW 불참"
6722,2020-03-03 15:49:00,“기후변화로 금세기말 전 세계 해변 모래사장 25.7% 사라질수도”
